review_id,sentence_id,Time,sentence_type,sentence
196,377,2014-06-05 00:00:00,s,"""""I was the Google student ambassador at Google India"""""
196,378,2014-06-05 00:00:00,p,"""Had an amazing experience of being associated with Google .Learning, sharing and creating an impact were the key few roles. Doing impactfull events ,dealing with huge crowds and of course enjoying the opportunities provided by Google."""
194,380,2014-06-19 00:00:00,s,"""""Working at Google leaves a good experience ,but comparatively not helpful for other jobs."""""
194,381,2014-06-19 00:00:00,p,"""Its a cool place to work at , people there are friendly and supportive.Good work culture."""
193,383,2014-06-23 00:00:00,s,"""""The best second job one could have in the Advertising/Sales job ladder"""""
193,384,2014-06-23 00:00:00,p,"""Excellent colleagues and teammates to work with Great perks that everyone raves about. It's all true! The ability to bring your whole self to work, warts and all. Opportunities to speak up and hold the leadership accountable for change/fixing real issues."""
195,386,2014-06-26 00:00:00,s,"""""my three years experience"""""
195,387,2014-06-26 00:00:00,p,"""hard work its my challenge"""
195,388,2014-06-26 00:00:00,c,"""fast work & big man its my dreams"""
192,390,2014-07-09 00:00:00,s,"""""Great people"""""
192,391,2014-07-09 00:00:00,p,"""Tons of very smart people to work with. Lots of things to learn. Great for your resume."""
191,393,2014-07-16 00:00:00,s,"""""Awesome people awesome company"""""
191,394,2014-07-16 00:00:00,p,"""Perks, Culture, People, Management which cant get any better- all under one roof"""
190,396,2014-07-21 00:00:00,s,"""""Account Optimization at Google"""""
190,397,2014-07-21 00:00:00,p,"""Exciting, friendly place to work. Really great team members. Lots of learning and training. It's like attending an University. I'm glad I started work here. Great memories."""
190,398,2014-07-21 00:00:00,c,"""It's hard to move up the ladder."""
131,400,2014-08-04 00:00:00,s,"""""Great place for software engineers"""""
131,401,2014-08-04 00:00:00,p,"""Amazing work culture, cutting edge work, flexibility and independence, awesome food"""
188,403,2014-08-09 00:00:00,s,"""""outstanding place"""""
188,404,2014-08-09 00:00:00,p,"""Best place to work! Yes, Best place to work! Lot of good things"""
189,406,2014-08-18 00:00:00,s,"""""I am feeling lucky... While working at Google"""""
189,407,2014-08-18 00:00:00,p,"""Work culture Awesome Food Global exposure Benefits/perks Gives you an entrepreneurship platform"""
184,409,2014-08-29 00:00:00,s,"""""Nice company to work for"""""
184,410,2014-08-29 00:00:00,p,"""Nice company to work for"""
184,411,2014-08-29 00:00:00,c,"""No cons can be found"""
187,413,2014-09-01 00:00:00,s,"""""Phenomenal place to work, amazing employer, below average level of work and pay"""""
187,414,2014-09-01 00:00:00,p,"""Outstanding company, great brand value and tag to have, an opportunity to feel like you're part of a company changing the way the world live, plays and works, super offices, some very smart people, great perks"""
187,415,2014-09-01 00:00:00,c,"""It never feels like you're doing work worth doing, Google always hires smarter people than necessary to get work done and they know that they're Google and hence pay less than what you will get at other companies."""
186,417,2014-09-06 00:00:00,s,"""""Awesome"""""
186,418,2014-09-06 00:00:00,p,"""good environment, great challenges, compensation is also good."""
183,420,2014-09-22 00:00:00,s,"""""Great"""""
183,421,2014-09-22 00:00:00,p,"""VEry helpful, learn to be leader"""
183,422,2014-09-22 00:00:00,c,"""payroll was not satisfactory need to improve it"""
181,424,2014-09-23 00:00:00,s,"""""A great and stress free platform !"""""
181,425,2014-09-23 00:00:00,p,"""There are alot of benefits for the googler's which none of the company provides , all it depends on your performance."""
177,427,2014-09-28 00:00:00,s,"""""Google for employee lot of paise"""""
177,428,2014-09-28 00:00:00,p,"""Good for people , lot of money"""
177,429,2014-09-28 00:00:00,c,"""no cons as such good place"""
182,431,2014-09-28 00:00:00,s,"""""Enjoyable!"""""
182,432,2014-09-28 00:00:00,p,"""-good food and TGIFs rock! -great people -work-life balance -The games room will keep you busy for a while :P"""
182,433,2014-09-28 00:00:00,c,"""-Job profile is not challenging especially for people looking to work up the ladder. -The work tends to get monotonous and after a period of time 'burnout' becomes inevitable."""
185,435,2014-09-30 00:00:00,s,"""""Bad place to work"""""
185,436,2014-09-30 00:00:00,p,"""I would never advice anyone to work for posh, I Think the environment is full or negativity or office politics . You can't breadth there freely. Country head just poke here and there .so basically no pros."""
185,437,2014-09-30 00:00:00,c,"""Bad Chairs , bad place for growth and i think people may get more depress after going to posh."""
178,439,2014-10-13 00:00:00,s,"""""Search Quality Associate"""""
178,440,2014-10-13 00:00:00,p,"""It was my first job after Undergrad. So, it was totally cool. - Company is really really fantastic. - Smart engineering practices - lots of food and pampering"""
178,441,2014-10-13 00:00:00,c,"""I joined this role thinking that the job can lead me to Engineer position. The managers in this position are not really smart. They cannot understand your career plan. - They just make you feel worthless - Will be stuck in the position unless you impress your current manager - One will learn nothing in these type of positions. - This position is for people who just want to relax and not bothered about wha …  t they are learning. Show More"""
179,443,2014-10-14 00:00:00,s,"""""Amazing"""""
179,444,2014-10-14 00:00:00,p,"""One of the best companies to work for... The compensation is good... The work is good... It is interesting and of the highest quality..."""
180,446,2014-10-14 00:00:00,s,"""""Review"""""
180,447,2014-10-14 00:00:00,p,"""Compensation Compensation Compensation Compensation Compensation"""
180,448,2014-10-14 00:00:00,c,"""Work life balance Work life balance"""
174,450,2014-10-28 00:00:00,s,"""""Great place to learn and grow"""""
174,451,2014-10-28 00:00:00,p,"""Work-life balance challenge opportunities within a specific area"""
173,453,2014-10-29 00:00:00,s,"""""One of the best places to work and build your career"""""
173,454,2014-10-29 00:00:00,p,"""- Career Opportunities. Shifting from one team to another, one vertical to another is highly encouraged. It helps in your overall development also and the company is really vested in that. - The coworkers/peers are really smart and helpful people which again helps in the over all growth of a person. - The perks and office spaces area really attractive."""
176,456,2014-11-03 00:00:00,s,"""""Overwhelming environment and enthusiastic people."""""
176,457,2014-11-03 00:00:00,p,"""Everyone there are always excite about there work. The work is interesting with lots of other benefits. Great place to work with lot of learning."""
176,458,2014-11-03 00:00:00,c,"""Sine the environment is so fast paced and everyone there are so talented that people there with low skills feel little backward and sometimes do not show up properly."""
172,460,2014-11-04 00:00:00,s,"""""Good values and learning"""""
172,461,2014-11-04 00:00:00,p,"""* Great people to work with * Amazing resources * Great values and principles"""
172,462,2014-11-04 00:00:00,c,"""* Loosing focus over the years * Lots of politics creeping in"""
175,464,2014-11-04 00:00:00,s,"""""Learn. Grow. Innovate"""""
175,465,2014-11-04 00:00:00,p,"""Perks and compensation are two things which the company stands second to none. But even better is the peer group, you get to work with some of the smartest minds and more importantly learn from them. You need to be nimble to survive and grow in the company. Work culture is great and people openly criticize and compliment; you learn things about yourself - personal development. Company values every effort and innovati …  on is respected. Show More"""
171,467,2014-11-05 00:00:00,s,"""""Awesome place to work - get ready to be overwhelmed with a high dose of everything!"""""
171,468,2014-11-05 00:00:00,p,"""With the kind of projects Google is involved in and the kind of mission, you get motivated to get to office every morning irrespective of what your role is"""
171,469,2014-11-05 00:00:00,c,"""Middle Management might not be the best and there is a virtual ceiling on the kind of jobs available in India"""
170,471,2014-11-17 00:00:00,s,"""""Excellent Company but not for all"""""
170,472,2014-11-17 00:00:00,p,"""Great for learning, Very great for work. Fantastic pay and benefits. Easy access to your seniors. Management is very good."""
170,473,2014-11-17 00:00:00,c,"""Mobility within department is hard. People usually struggle to survive but live their life somehow. so, not for all people."""
167,475,2014-12-05 00:00:00,s,"""""Great Place"""""
167,476,2014-12-05 00:00:00,p,"""Good Place to work at. Nice environment with bunch of smart people. Excellent food, benefits and other perks."""
167,477,2014-12-05 00:00:00,c,"""Poor HR team which plays a big role in deciding your first posting and hence, in a way decides what you'll do initially at Google."""
169,479,2014-12-05 00:00:00,s,"""""Great Place to Work!"""""
169,480,2014-12-05 00:00:00,p,"""- Working with some of the smartest people in the world. Learning continuously - Develop some very good coding and design practices. - Opportunities to work on many kinds of problems. - Easy to move around to new teams/locations. - Amazing benefits"""
168,482,2014-12-26 00:00:00,s,"""""Was a software engineering intern"""""
168,483,2014-12-26 00:00:00,p,"""Open culture Great environment Awesome perks Challenging work"""
165,485,2014-12-29 00:00:00,s,"""""great seaching site, wonderful & amazing"""""
165,486,2014-12-29 00:00:00,p,"""its good corprate cpmpany i love that company"""
165,487,2014-12-29 00:00:00,c,"""nothing to tell all is perfect"""
166,489,2015-01-05 00:00:00,s,"""""Account Manager"""""
166,490,2015-01-05 00:00:00,p,"""Flexibility, Work life balance, Incentives"""
162,492,2015-01-10 00:00:00,s,"""""Abuse Analyst"""""
162,493,2015-01-10 00:00:00,p,"""Fantastic colleagues. Great experience. Smartest folks to be with. We had cool problems to solve and it was fun working with all the folks."""
160,495,2015-01-11 00:00:00,s,"""""Great place to work. 3 years full of fun and learning."""""
160,496,2015-01-11 00:00:00,p,"""Openness, food and other perks, colleagues. Learning and Work: You can learn a lot at Google, you get access to lot of materials on some of the best technologies and you get to work on things that impact billions of people. Work-life balance and fun: You can have well balanced life and have fun utilising the perks that you get as a Googler. Some of the thins that you do other than work are team offsets, …   playing in game tournaments, travelling to attending conferences and for work to other country offices/places, Christmas/New Year gifts (like Latest phone, tablet, smart watch, ...) from Google that you get almost every year. Show More"""
161,498,2015-01-11 00:00:00,s,"""""Great company to work for!"""""
161,499,2015-01-11 00:00:00,p,"""Friendly Staff Great amenities are provided at office. Lots of opportunities to work with global teams."""
164,501,2015-01-19 00:00:00,s,"""""Manager (Media Research)"""""
164,502,2015-01-19 00:00:00,p,"""India's first media insights engine"""
163,504,2015-01-21 00:00:00,s,"""""Google India - Not a software engineering role"""""
163,505,2015-01-21 00:00:00,p,"""Food, great people (friendly, nice colleagues+ intelligent colleagues)"""
163,506,2015-01-21 00:00:00,c,"""The business org/subdivision that I worked for - had a lot of politics, hiring practices were not fair to employees, extremely smart people doing dumb things and getting paid at that low level too."""
159,508,2015-02-06 00:00:00,s,"""""The best company to work for by far. Excellent focus on employee welfare as well as end customer needs."""""
159,509,2015-02-06 00:00:00,p,"""Excellent benefits and perks. Extremely intelligent colleagues. Relaxed work environment. Great personal and career development opportunities. Extremely transparent and approachable management"""
153,511,2015-03-09 00:00:00,s,"""""Campaign Manager"""""
153,512,2015-03-09 00:00:00,p,"""None at the moment which can be shared."""
157,514,2015-03-16 00:00:00,s,"""""great cmpny to work for"""""
157,515,2015-03-16 00:00:00,p,"""gr8 culture to work for"""
157,516,2015-03-16 00:00:00,c,"""everything is good here !"""
156,518,2015-03-18 00:00:00,s,"""""Marketing"""""
156,519,2015-03-18 00:00:00,p,"""Motivation, team Work, coordination, could learn with no limits and the list of things goes on .proud to say that i got a best platform to tweak my skills"""
156,520,2015-03-18 00:00:00,c,"""I really have no much cons while i worked in the organisation other than we need to struggle to make other employees understand our ideas. and the house keeping was horrible."""
155,522,2015-03-20 00:00:00,s,"""""Great"""""
155,523,2015-03-20 00:00:00,p,"""Awesome! and nice. Nice environment and fantastic workplace"""
155,524,2015-03-20 00:00:00,c,"""as of now, long hours, complex technologies"""
158,526,2015-03-26 00:00:00,s,"""""Good"""""
158,527,2015-03-26 00:00:00,p,"""Company Values, Work Ethic, Policies"""
158,528,2015-03-26 00:00:00,c,"""NA, Personal Growth, More openness"""
154,530,2015-04-11 00:00:00,s,"""""Good"""""
154,531,2015-04-11 00:00:00,p,"""The company can be Good"""
154,532,2015-04-11 00:00:00,c,"""there is Nothing bad as such"""
150,534,2015-05-13 00:00:00,s,"""""Best Company to work for"""""
150,535,2015-05-13 00:00:00,p,"""- Take care of its employees."""
148,537,2015-05-16 00:00:00,s,"""""Excellent company to work"""""
148,538,2015-05-16 00:00:00,p,"""Excellent Peers Decisions are data driven - Even the promotion process"""
152,540,2015-05-17 00:00:00,s,"""""company review"""""
152,541,2015-05-17 00:00:00,p,"""good work ethics good working culture"""
152,542,2015-05-17 00:00:00,c,"""lot of competition,lack of personal projects"""
151,544,2015-05-21 00:00:00,s,"""""Good company"""""
151,545,2015-05-21 00:00:00,p,"""Salary technology Agile Compensation' leave"""
151,546,2015-05-21 00:00:00,c,"""Tight Schedule transport food culture colleagues"""
147,548,2015-05-29 00:00:00,s,"""""Good"""""
147,549,2015-05-29 00:00:00,p,"""It's good. It's Google. It have to be Good."""
147,550,2015-05-29 00:00:00,c,"""nothing as such, just that they didn't ask us to chose team in my year, now they ask, so problem resolved."""
149,552,2015-05-30 00:00:00,s,"""""Software Engineer"""""
149,553,2015-05-30 00:00:00,p,"""Exceptional learning experience, Cutting edge technology, You get a chance to apply actual problem solving skills in action."""
146,555,2015-06-11 00:00:00,s,"""""adwords co ordinator"""""
146,556,2015-06-11 00:00:00,p,"""great company to work with,growth opportunity"""
143,558,2015-06-15 00:00:00,s,"""""One of the coolest places to work at"""""
143,559,2015-06-15 00:00:00,p,"""Visibility of work Pay work culture environment lot of smart people around you to learn from"""
143,560,2015-06-15 00:00:00,c,"""cant' complain much about the place"""
145,562,2015-06-22 00:00:00,s,"""""Project Lead"""""
145,563,2015-06-22 00:00:00,p,"""Best facilities but no time to use them."""
145,564,2015-06-22 00:00:00,c,"""Management not invested in employee career development. Favoritism"""
137,566,2015-06-24 00:00:00,s,"""""Great Peers, Good perks but moderate work life balance"""""
137,567,2015-06-24 00:00:00,p,"""- You work with some of the best minds and always get to learn a lot from them. - Pay grade, although not the best in the market, is good. - Office space is fun and happening"""
137,568,2015-06-24 00:00:00,c,"""- Being a remote site has its disadvantages, which is reflected in late night meetings - Less option on the site. New projects get taken away. Hard to convince management for an idea. - Work life balance in hyderabad is not too great."""
139,570,2015-06-26 00:00:00,s,"""""Google work"""""
139,571,2015-06-26 00:00:00,p,"""The working env. is amazing. The infra is awesome. No strict deadlines. No timings. Work from anywhere, whenever you want. But try to be punctual in long run."""
140,573,2015-06-26 00:00:00,s,"""""best work environment and perks"""""
140,574,2015-06-26 00:00:00,p,"""best work environment great perks lively creative work stations best in class facilities get to learn from the top engineers"""
142,576,2015-06-30 00:00:00,s,"""""Great place to work"""""
142,577,2015-06-30 00:00:00,p,"""Great benefits in office and beyond, food and healthy snacks, great collaborative spaces, lively culture , smart peers to work with"""
142,578,2015-06-30 00:00:00,c,"""Compensation is not the best while Google aspires to hire the best talent in the market. The hr team tries to reason but sitting outside country does not help"""
144,580,2015-07-03 00:00:00,s,"""""Account Strategist"""""
144,581,2015-07-03 00:00:00,p,"""1. Swanky office 2. Work life balance"""
144,582,2015-07-03 00:00:00,c,"""1. Bad management : managers change almost every 2 quarters 2. Politics"""
141,584,2015-07-06 00:00:00,s,"""""Great Experience"""""
141,585,2015-07-06 00:00:00,p,"""Great work environment. It is a great place to be proactive and make good things happen. Great opportunities. Helpful environment. Safe cab facilities."""
136,587,2015-07-14 00:00:00,s,"""""Great People and Environment"""""
136,588,2015-07-14 00:00:00,p,"""The people inside are very friendly and you feel that the company taking good care of you. Lots of opportunities to learn and interact with people working in different divisions"""
138,590,2015-07-15 00:00:00,s,"""""Its a nice company"""""
138,591,2015-07-15 00:00:00,p,"""Good work culture,maintained work life balance"""
133,593,2015-08-04 00:00:00,s,"""""A big cohort of highly skilled and talented people doing mundane and repetitive back-office work"""""
133,594,2015-08-04 00:00:00,p,"""* Perks (Good Food and Snacks - Can easily gain 20 kgs in 6 months, Transport, Medical and stock benefits) * Brand Name * You are surrounded by highly smart and qualified peers (all doing the same job irrespective of job levels)"""
133,595,2015-08-04 00:00:00,c,"""* Niche job roles (Non-transferable skill sets). No industry standard processes or tools are used. A proprietary tool for every need is already in place * Your fate in the organization is completely decided by 1 person - your immediate boss * Poor performance evaluation methods - Name sake panel and committee (No transparency)"""
134,597,2015-08-08 00:00:00,s,"""""Good comapnay to work"""""
134,598,2015-08-08 00:00:00,p,"""Good salary good team everything is good there"""
134,599,2015-08-08 00:00:00,c,"""Nothing much, every one know about it.."""
132,601,2015-08-12 00:00:00,s,"""""programmer"""""
132,602,2015-08-12 00:00:00,p,"""this is the best company to work for on this blue planet, just enjoy what you love"""
132,603,2015-08-12 00:00:00,c,"""no cons at all mate, not even a single con, literally not even a single one"""
130,605,2015-08-19 00:00:00,s,"""""Best Company To Work With"""""
130,606,2015-08-19 00:00:00,p,"""It is the best company to work with. Employee centric company which give best to their people."""
130,607,2015-08-19 00:00:00,c,"""Should increase staffing within the organization."""
135,609,2015-08-19 00:00:00,s,"""""research assistant"""""
135,610,2015-08-19 00:00:00,p,"""The job is really good"""
135,611,2015-08-19 00:00:00,c,"""There are actually no cons"""
126,613,2015-08-31 00:00:00,s,"""""Great place to work!"""""
126,614,2015-08-31 00:00:00,p,"""Great work culture and you get to work with some of the brightest people. There is good work-life balance and amazing perks."""
126,615,2015-08-31 00:00:00,c,"""None that I can think of!"""
127,617,2015-08-31 00:00:00,s,"""""Awesome"""""
127,618,2015-08-31 00:00:00,p,"""Awesome place to work,learning Career growth"""
127,619,2015-08-31 00:00:00,c,"""Nothing Nothing Nothing Nothing................ Nothing.....................Nothing"""
128,621,2015-08-31 00:00:00,s,"""""intern"""""
128,622,2015-08-31 00:00:00,p,"""free food, supporting seniors, interesting projects"""
128,623,2015-08-31 00:00:00,c,"""no cons as such. google is perfect."""
129,625,2015-08-31 00:00:00,s,"""""Strategist"""""
129,626,2015-08-31 00:00:00,p,"""Free Food Infrastructure is good Policies are employee friendly Brand is a huge plus"""
129,627,2015-08-31 00:00:00,c,"""Sub-standard boring manual work. Zero work satisfaction. Do not join Google India if you are being hired as a campaign manager or Strategist. The work in these roles is absolutely rubbish which would be suicidal to your career. Many people have fallen victim to the brand and money they offer only to end up doing manual mundane and boring work which a 10th Std passout can do."""
124,629,2015-09-08 00:00:00,s,"""""Live it to believe it ! The most amazing company I have ever worked at"""""
124,630,2015-09-08 00:00:00,p,"""wow where do I start ! The amazing office and campus, most delicious 5 star food everyday, the mini kitchens snd cafes, great comp benefits and mostly importantly - the outstandingly smart people. Coming to work here is amazing!! There is so much to learn from each Googler. Inspiring ideas and creativity all round. loved it!"""
124,631,2015-09-08 00:00:00,c,"""no cons except it is very competitive and the hiring bar is very high but i am someone who loves a competitive environment since I believe it pushes you to do better! Maintain the awesome culture of thriving intelligence and efficiency"""
125,633,2015-09-13 00:00:00,s,"""""Google's Review"""""
125,634,2015-09-13 00:00:00,p,"""Great to Work you'll enjoy"""
121,636,2015-09-14 00:00:00,s,"""""Best"""""
121,637,2015-09-14 00:00:00,p,"""very good and dynamic. Culture is very awesome"""
121,638,2015-09-14 00:00:00,c,"""No cons as if till now. Sometime you will feel inferior in front of others"""
123,640,2015-09-14 00:00:00,s,"""""Google"""""
123,641,2015-09-14 00:00:00,p,"""Good Benefits, Smart Collegues, Best work environment"""
123,642,2015-09-14 00:00:00,c,"""Too many changes at some point, lack of career discussions"""
120,644,2015-09-23 00:00:00,s,"""""great"""""
120,645,2015-09-23 00:00:00,p,"""amazing environment great place to work best minds in there"""
122,647,2015-10-01 00:00:00,s,"""""Strategist"""""
122,648,2015-10-01 00:00:00,p,"""Good Learning, dynamic environment, awesome culture!"""
118,650,2015-10-18 00:00:00,s,"""""Nice Company to work for"""""
118,651,2015-10-18 00:00:00,p,"""Nice Company to work for"""
118,652,2015-10-18 00:00:00,c,"""None that I see working here"""
116,654,2015-10-25 00:00:00,s,"""""Hyderabad office is a glorified BPO"""""
116,655,2015-10-25 00:00:00,p,"""Great brand name to have on your CV, provided you choose to encash it. The Account Optimizer roles allow you to get your hands on the basics of digital advertising and PPC. Large clients, no dearth of budget to manage campaigns. Occasional travel overseas, although quite cramped and rushed unless you have prior approval to extend your stay with a personal vacation. All meals provided for in office, free t …  ransport and inhouse gym facilities. Global mobility, provided you are at the right level, manager support and in the right team. Show More"""
116,656,2015-10-25 00:00:00,c,"""Roles All of the roles are backend or the lowest in the pecking order - from product management to advertising operations. Job descriptions are not an accurate reflection of the actual day to day job and often glorified. Management is highly mediocre An MBA from a top tier school does not give common sense to the manager or a sense of empathy for employees. Limited vertical growth - My time  …  witnessed one reorg and two relevels. The re org reset my rating and I was told by HR I was lucky to hold on to my job, even though there were plenty of openings/hirings occurring at the time. The relevels bridged the gap by promoting all my juniors (many of them Freshers and only undergraduate degree holders), while the rest of us continued to remain at the same levels. There was no formal communication on this and approaching HR resulted in nothing but eyewash. Poor cash comp The take home component of the job is pretty low - given the way the salary is structured - hits you when you seek employment elsewhere. HR conveniently includes the stock as part of the package provided, but when you sign the agreement it clearly states that ESOPs should not be considered as part of the comp plan. Show More"""
119,658,2015-10-28 00:00:00,s,"""""Fresher jobs"""""
119,659,2015-10-28 00:00:00,p,"""To LEARN and for EARN."""
119,660,2015-10-28 00:00:00,c,"""dont ever work till now."""
117,662,2015-10-30 00:00:00,s,"""""Analyst at Google Maps"""""
117,663,2015-10-30 00:00:00,p,"""Very nice work balance. Very good experience. Good employee satisfaction overall. Very competitive atmosphere. Used to have team building events every other week."""
117,664,2015-10-30 00:00:00,c,"""Sometimes the shifts used to have crazy times. And the shift rotations are very abrupt. Workload can be a little more efficiently managed though."""
112,666,2015-11-13 00:00:00,s,"""""Google !!"""""
112,667,2015-11-13 00:00:00,p,"""Collaborative work environment. Great perks. Very friendly top management. World class infrastructure. Great exit options."""
112,668,2015-11-13 00:00:00,c,"""Not that great work profiles. Non-transferable skill sets. Adwords focused jobs. Really hectic work."""
113,670,2015-11-15 00:00:00,s,"""""ABC"""""
113,671,2015-11-15 00:00:00,p,"""I am working with Google tools like Adwords,webmaster,analytics and they are quite cool."""
108,673,2015-11-24 00:00:00,s,"""""data specialist"""""
108,674,2015-11-24 00:00:00,p,"""it was a great exposure"""
108,675,2015-11-24 00:00:00,c,"""nothing much technical.Anyone good with using their API tools can do it."""
109,677,2015-11-24 00:00:00,s,"""""Awesome!"""""
109,678,2015-11-24 00:00:00,p,"""* Peer quality is good"""
109,679,2015-11-24 00:00:00,c,"""* Remote office as Bangalore is only cone"""
115,681,2015-11-25 00:00:00,s,"""""Great place to work"""""
115,682,2015-11-25 00:00:00,p,"""Very friendly people. Amazing work environment."""
107,684,2015-11-26 00:00:00,s,"""""Hyderabad"""""
107,685,2015-11-26 00:00:00,p,"""Learning Opportunities Culture Innovative work environment Fairly Flat Hierachy"""
114,687,2015-11-27 00:00:00,s,"""""Org Review"""""
114,688,2015-11-27 00:00:00,p,"""Good food, no micromanagement, great people to work with."""
106,690,2015-12-05 00:00:00,s,"""""Amazing Company to work for"""""
106,691,2015-12-05 00:00:00,p,"""Good food - nice culture - learning opportunities"""
111,693,2015-12-06 00:00:00,s,"""""AdWords Strategist"""""
111,694,2015-12-06 00:00:00,p,"""1. Awesome work environment. 2. Intelligent co-workers who challenge you constantly"""
110,696,2015-12-09 00:00:00,s,"""""Great Place to Work"""""
110,697,2015-12-09 00:00:00,p,"""Great work environment and perks. Smart co-workers. Great brand value."""
110,698,2015-12-09 00:00:00,c,"""Career prospect depends on mid-management which at times can be a bottle neck"""
105,700,2016-01-10 00:00:00,s,"""""fresher"""""
105,701,2016-01-10 00:00:00,p,"""I have the ability to prove my knowledge, and taking efforts as per any conditions."""
105,702,2016-01-10 00:00:00,c,"""to always being a straight forward and easily trust someone. i do not like to much talk"""
104,704,2016-01-14 00:00:00,s,"""""gis analyst"""""
104,705,2016-01-14 00:00:00,p,"""very good, trustworthy,easy work life,awesome atmosphere and free food. very informative approach to work and also hardworking HR guys."""
104,706,2016-01-14 00:00:00,c,"""nothing i could find, but the timings changed very frequently, sometimes morning and sometimes afternoon. but, not much difficulty faced overall a very good company."""
103,708,2016-01-24 00:00:00,s,"""""advertising on google maps"""""
103,709,2016-01-24 00:00:00,p,"""Dis is my dream nothing else"""
103,710,2016-01-24 00:00:00,c,"""I felt Der is no down sides"""
102,712,2016-01-26 00:00:00,s,"""""Channels Sales Lead, Google for Work, India"""""
102,713,2016-01-26 00:00:00,p,"""Amazing people, passion for cutting-edge technology, start-up kind of environment"""
102,714,2016-01-26 00:00:00,c,"""Largely a search company with a new focus on cloud-computing (this will be a good thing in the long run)"""
87,716,2016-02-07 00:00:00,s,"""""Trust & Safety Analyst"""""
87,717,2016-02-07 00:00:00,p,"""Good company to learn new products & innovate."""
87,718,2016-02-07 00:00:00,c,"""The company brings best minds together, challenging environment."""
98,720,2016-02-07 00:00:00,s,"""""Best place to work"""""
98,721,2016-02-07 00:00:00,p,"""It's Dreamland, need to be extremely lucky to get there."""
100,723,2016-02-07 00:00:00,s,"""""Amazing place to work"""""
100,724,2016-02-07 00:00:00,p,"""Smartest people, aggressive culture, good pay and amazing benefits = Google!"""
100,725,2016-02-07 00:00:00,c,"""Slow decision making, too many policies and people trying to slow down work due to ""guidelines"" and ""policies"" - too Microsoft-like in that aspect"""
101,727,2016-02-11 00:00:00,s,"""""best place to work"""""
101,728,2016-02-11 00:00:00,p,"""dedicated team, good work culture,provides good facilities"""
101,729,2016-02-11 00:00:00,c,"""less career opportunities, less hikes,less package"""
93,731,2016-02-23 00:00:00,s,"""""Graphic Designer"""""
93,732,2016-02-23 00:00:00,p,"""Content look appealing to the client’s audience."""
93,733,2016-02-23 00:00:00,c,"""Working with words, type, illustrations and images."""
99,735,2016-02-25 00:00:00,s,"""""Glad Working Experience"""""
99,736,2016-02-25 00:00:00,p,"""If you're a software engineer, you're among the kings of the hill at Google. It's an engineer-driven company without a doubt (that *is* changing, but it's still very engineer-focused). * The perks are amazing. Yes, free breakfast, lunch, an dinner every weekday. Aaaaaamazing holiday parties (at Waldorf Astoria, NY Public Library, MoMA, etc.); overnight ski trips to Vermont; overnight nature trips to the Poconos"""
99,737,2016-02-25 00:00:00,c,"""* It *is* becoming larger, and with it comes growing pains: bureaucracy, slow to respond to market threats, bloated teams, cross-divisional tension (though nothing remotely approaching that of Microsoft's internal tension)."""
96,739,2016-03-01 00:00:00,s,"""""Very good experience from a Long Time"""""
96,740,2016-03-01 00:00:00,p,"""Every person have He work with a Reputed Company & His Work Use full & helpful For A those Compny who Allready very Large against Compititor"""
96,741,2016-03-01 00:00:00,c,"""Yes Becouse Of now I am work in Plastic Industry & here's Working style is Diffrent Between Google But I am a Sales Officer after Few Days my Mind is set in there Working Style"""
95,743,2016-03-05 00:00:00,s,"""""good firm to learn the things"""""
95,744,2016-03-05 00:00:00,p,"""good company to learn the things"""
94,746,2016-03-07 00:00:00,s,"""""Great Place to work"""""
94,747,2016-03-07 00:00:00,p,"""Freedom to work Various benefits Nice culture"""
97,749,2016-03-07 00:00:00,s,"""""Google GIS process"""""
97,750,2016-03-07 00:00:00,p,"""Best food and best facilities"""
92,752,2016-03-10 00:00:00,s,"""""Good"""""
92,753,2016-03-10 00:00:00,p,"""Benefits, culture, salary, facilities, leadership, passion, work/life balance"""
90,755,2016-03-15 00:00:00,s,"""""Digital Marketing Manager"""""
90,756,2016-03-15 00:00:00,p,"""Excellent company values and great work life balance"""
90,757,2016-03-15 00:00:00,c,"""Way too much focus on building presence and personal brand management"""
88,759,2016-03-24 00:00:00,s,"""""Software Engineer"""""
88,760,2016-03-24 00:00:00,p,"""Smart people, Good culture, perfect personal-work life balance."""
91,762,2016-03-25 00:00:00,s,"""""good"""""
91,763,2016-03-25 00:00:00,p,"""great place to work with"""
91,764,2016-03-25 00:00:00,c,"""really stressful work more time hours"""
89,766,2016-04-11 00:00:00,s,"""""engineer"""""
89,767,2016-04-11 00:00:00,p,"""Good to work here Health work environment"""
89,768,2016-04-11 00:00:00,c,"""No cons as such Should provide more incentive"""
86,770,2016-04-15 00:00:00,s,"""""good for interns"""""
86,771,2016-04-15 00:00:00,p,"""it's the best place to be for interns.you get good salary and great work culture"""
85,773,2016-04-18 00:00:00,s,"""""Great Place to work!"""""
85,774,2016-04-18 00:00:00,p,"""Great Place to work, cares about its employee."""
83,776,2016-04-23 00:00:00,s,"""""Account strategist"""""
83,777,2016-04-23 00:00:00,p,"""No beating around the Bush. You do well, you're recognized and compensated well. You cannot portray something that you didn't do."""
81,779,2016-05-10 00:00:00,s,"""""Best place to work"""""
81,780,2016-05-10 00:00:00,p,"""Google has highly talented engineers and great work culture. The food is also very good. One can learn a lot from colleagues."""
81,781,2016-05-10 00:00:00,c,"""Nothing major that stands out"""
